pruid,prname,prnameFR,sdate,numconf,numprob,numdeaths,numtotal,numtoday,ratetotal
11,Prince Edward Island,Île-du-Prince-Édouard,6/21/2020,27,0,0,27,0,17.2
60,Yukon,Yukon,6/21/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,6/21/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,6/21/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,6/21/2020,13,0,,13,0,
1,Canada,Canada,6/21/2020,101326,11,8430,101337,318,269.59
59,British Columbia,Colombie-Britannique,6/22/2020,2822,0,169,2822,32,55.65
48,Alberta,Alberta,6/22/2020,7736,0,153,7736,32,176.97
47,Saskatchewan,Saskatchewan,6/22/2020,751,0,13,751,5,63.94
46,Manitoba,Manitoba,6/22/2020,303,11,7,314,1,22.93
35,Ontario,Ontario,6/22/2020,33637,0,2609,33637,161,230.92
24,Quebec,Québec,6/22/2020,54835,0,5417,54835,69,646.26
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/22/2020,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,6/22/2020,164,0,2,164,0,21.11
12,Nova Scotia,Nouvelle-Écosse,6/22/2020,1061,0,63,1061,0,109.22
11,Prince Edward Island,Île-du-Prince-Édouard,6/22/2020,27,0,0,27,0,17.2
60,Yukon,Yukon,6/22/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,6/22/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,6/22/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,6/22/2020,13,0,,13,0,
1,Canada,Canada,6/22/2020,101626,11,8436,101637,300,270.39
59,British Columbia,Colombie-Britannique,6/23/2020,2835,0,170,2835,13,55.9
48,Alberta,Alberta,6/23/2020,7781,0,153,7781,45,178
47,Saskatchewan,Saskatchewan,6/23/2020,753,0,13,753,2,64.11
46,Manitoba,Manitoba,6/23/2020,303,11,7,314,0,22.93
35,Ontario,Ontario,6/23/2020,33853,0,2619,33853,216,232.4
24,Quebec,Québec,6/23/2020,54884,0,5424,54884,49,646.84
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/23/2020,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,6/23/2020,165,0,2,165,1,21.24
12,Nova Scotia,Nouvelle-Écosse,6/23/2020,1061,0,63,1061,0,109.22
11,Prince Edward Island,Île-du-Prince-Édouard,6/23/2020,27,0,0,27,0,17.2
60,Yukon,Yukon,6/23/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,6/23/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,6/23/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,6/23/2020,13,0,,13,0,
1,Canada,Canada,6/23/2020,101952,11,8454,101963,326,271.26
59,British Columbia,Colombie-Britannique,6/24/2020,2849,0,171,2849,14,56.18
48,Alberta,Alberta,6/24/2020,7825,0,153,7825,44,179.01
47,Saskatchewan,Saskatchewan,6/24/2020,757,0,13,757,4,64.46
46,Manitoba,Manitoba,6/24/2020,304,11,7,315,1,23
35,Ontario,Ontario,6/24/2020,34016,0,2631,34016,163,233.52
24,Quebec,Québec,6/24/2020,54937,0,5441,54937,53,647.46
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/24/2020,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,6/24/2020,165,0,2,165,0,21.24
12,Nova Scotia,Nouvelle-Écosse,6/24/2020,1061,0,63,1061,0,109.22
11,Prince Edward Island,Île-du-Prince-Édouard,6/24/2020,27,0,0,27,0,17.2
60,Yukon,Yukon,6/24/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,6/24/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,6/24/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,6/24/2020,13,0,,13,0,
1,Canada,Canada,6/24/2020,102231,11,8484,102242,279,272
59,British Columbia,Colombie-Britannique,6/25/2020,2869,0,173,2869,20,56.57
48,Alberta,Alberta,6/25/2020,7851,0,154,7851,26,179.6
47,Saskatchewan,Saskatchewan,6/25/2020,759,0,13,759,2,64.63
46,Manitoba,Manitoba,6/25/2020,305,11,7,316,1,23.07
35,Ontario,Ontario,6/25/2020,34205,0,2641,34205,189,234.82
24,Quebec,Québec,6/25/2020,55079,0,5448,55079,142,649.14
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/25/2020,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,6/25/2020,165,0,2,165,0,21.24
12,Nova Scotia,Nouvelle-Écosse,6/25/2020,1061,0,63,1061,0,109.22
11,Prince Edward Island,Île-du-Prince-Édouard,6/25/2020,27,0,0,27,0,17.2
60,Yukon,Yukon,6/25/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,6/25/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,6/25/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,6/25/2020,13,0,0,13,0,
1,Canada,Canada,6/25/2020,102611,11,8504,102622,380,273.01
59,British Columbia,Colombie-Britannique,6/26/2020,2878,0,174,2878,9,56.75
48,Alberta,Alberta,6/26/2020,7888,0,154,7888,37,180.45
47,Saskatchewan,Saskatchewan,6/26/2020,772,0,13,772,13,65.73
46,Manitoba,Manitoba,6/26/2020,307,11,7,318,2,23.22
35,Ontario,Ontario,6/26/2020,34316,0,2644,34316,111,235.58
24,Quebec,Québec,6/26/2020,55079,0,5448,55079,0,649.14
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/26/2020,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,6/26/2020,165,0,2,165,0,21.24
12,Nova Scotia,Nouvelle-Écosse,6/26/2020,1061,0,63,1061,0,109.22
11,Prince Edward Island,Île-du-Prince-Édouard,6/26/2020,27,0,0,27,0,17.2
60,Yukon,Yukon,6/26/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,6/26/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,6/26/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,6/26/2020,13,0,,13,0,
1,Canada,Canada,6/26/2020,102783,11,8508,102794,172,273.47
59,British Columbia,Colombie-Britannique,6/27/2020,2878,0,174,2878,0,56.75
48,Alberta,Alberta,6/27/2020,7957,0,154,7957,69,182.03
47,Saskatchewan,Saskatchewan,6/27/2020,777,0,13,777,5,66.16
46,Manitoba,Manitoba,6/27/2020,311,11,7,322,4,23.51
35,Ontario,Ontario,6/27/2020,34476,0,2652,34476,160,236.68
24,Quebec,Québec,6/27/2020,55079,0,5448,55079,0,649.14
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/27/2020,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,6/27/2020,165,0,2,165,0,21.24
12,Nova Scotia,Nouvelle-Écosse,6/27/2020,1061,0,63,1061,0,109.22
11,Prince Edward Island,Île-du-Prince-Édouard,6/27/2020,27,0,0,27,0,17.2
60,Yukon,Yukon,6/27/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,6/27/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,6/27/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,6/27/2020,13,0,,13,0,
1,Canada,Canada,6/27/2020,103021,11,8516,103032,238,274.1
59,British Columbia,Colombie-Britannique,6/28/2020,2878,0,174,2878,0,56.75
48,Alberta,Alberta,6/28/2020,7996,0,154,7996,39,182.92
47,Saskatchewan,Saskatchewan,6/28/2020,778,0,13,778,1,66.24
46,Manitoba,Manitoba,6/28/2020,311,11,7,322,0,23.51
35,Ontario,Ontario,6/28/2020,34654,0,2658,34654,178,237.9
24,Quebec,Québec,6/28/2020,55079,0,5448,55079,0,649.14
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/28/2020,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,6/28/2020,165,0,2,165,0,21.24
12,Nova Scotia,Nouvelle-Écosse,6/28/2020,1061,0,63,1061,0,109.22
11,Prince Edward Island,Île-du-Prince-Édouard,6/28/2020,27,0,0,27,0,17.2
60,Yukon,Yukon,6/28/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,6/28/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,6/28/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,6/28/2020,13,0,,13,0,
1,Canada,Canada,6/28/2020,103239,11,8522,103250,218,274.68
59,British Columbia,Colombie-Britannique,6/29/2020,2904,0,174,2904,26,57.26
48,Alberta,Alberta,6/29/2020,8067,0,154,8067,71,184.54
47,Saskatchewan,Saskatchewan,6/29/2020,779,0,13,779,1,66.33
46,Manitoba,Manitoba,6/29/2020,313,11,7,324,2,23.66
35,Ontario,Ontario,6/29/2020,34911,0,2665,34911,257,239.67
24,Quebec,Québec,6/29/2020,55390,0,5485,55390,311,652.8
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/29/2020,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,6/29/2020,165,0,2,165,0,21.24
12,Nova Scotia,Nouvelle-Écosse,6/29/2020,1061,0,63,1061,0,109.22
11,Prince Edward Island,Île-du-Prince-Édouard,6/29/2020,27,0,0,27,0,17.2
60,Yukon,Yukon,6/29/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,6/29/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,6/29/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,6/29/2020,13,0,,13,0,
1,Canada,Canada,6/29/2020,103907,11,8566,103918,668,276.46
59,British Columbia,Colombie-Britannique,6/30/2020,2916,0,174,2916,12,57.5
48,Alberta,Alberta,6/30/2020,8108,0,154,8108,41,185.48
47,Saskatchewan,Saskatchewan,6/30/2020,785,0,13,785,6,66.84
46,Manitoba,Manitoba,6/30/2020,314,11,7,325,1,23.73
35,Ontario,Ontario,6/30/2020,35068,0,2672,35068,157,240.74
24,Quebec,Québec,6/30/2020,55458,0,5503,55458,68,653.6
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,6/30/2020,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,6/30/2020,165,0,2,165,0,21.24
12,Nova Scotia,Nouvelle-Écosse,6/30/2020,1062,0,63,1062,1,109.33
11,Prince Edward Island,Île-du-Prince-Édouard,6/30/2020,27,0,0,27,0,17.2
60,Yukon,Yukon,6/30/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,6/30/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,6/30/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,6/30/2020,13,0,,13,0,
1,Canada,Canada,6/30/2020,104193,11,8591,104204,286,277.22
59,British Columbia,Colombie-Britannique,7/1/2020,2916,0,174,2916,0,57.5
48,Alberta,Alberta,7/1/2020,8108,0,154,8108,0,185.48
47,Saskatchewan,Saskatchewan,7/1/2020,785,0,13,785,0,66.84
46,Manitoba,Manitoba,7/1/2020,314,11,7,325,0,23.73
35,Ontario,Ontario,7/1/2020,35068,0,2672,35068,0,240.74
24,Quebec,Québec,7/1/2020,55458,0,5503,55458,0,653.6
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/1/2020,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,7/1/2020,165,0,2,165,0,21.24
12,Nova Scotia,Nouvelle-Écosse,7/1/2020,1062,0,63,1062,0,109.33
11,Prince Edward Island,Île-du-Prince-Édouard,7/1/2020,27,0,0,27,0,17.2
60,Yukon,Yukon,7/1/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,7/1/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,7/1/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,7/1/2020,13,0,,13,0,
1,Canada,Canada,7/1/2020,104193,11,8591,104204,0,277.22
59,British Columbia,Colombie-Britannique,7/2/2020,2940,0,177,2940,24,57.97
48,Alberta,Alberta,7/2/2020,8202,0,155,8202,94,187.63
47,Saskatchewan,Saskatchewan,7/2/2020,795,0,14,795,10,67.69
46,Manitoba,Manitoba,7/2/2020,314,11,7,325,0,23.73
35,Ontario,Ontario,7/2/2020,35370,0,2680,35370,302,242.82
24,Quebec,Québec,7/2/2020,55593,0,5541,55593,135,655.19
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/2/2020,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,7/2/2020,165,0,2,165,0,21.24
12,Nova Scotia,Nouvelle-Écosse,7/2/2020,1064,0,63,1064,2,109.53
11,Prince Edward Island,Île-du-Prince-Édouard,7/2/2020,27,0,0,27,0,17.2
60,Yukon,Yukon,7/2/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,7/2/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,7/2/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,7/2/2020,13,0,,13,0,
1,Canada,Canada,7/2/2020,104760,11,8642,104771,567,278.73
59,British Columbia,Colombie-Britannique,7/3/2020,2947,0,177,2947,7,58.11
48,Alberta,Alberta,7/3/2020,8259,0,155,8259,57,188.94
47,Saskatchewan,Saskatchewan,7/3/2020,796,0,14,796,1,67.78
46,Manitoba,Manitoba,7/3/2020,314,11,7,325,0,23.73
35,Ontario,Ontario,7/3/2020,35535,0,2682,35535,165,243.95
24,Quebec,Québec,7/3/2020,55682,0,5560,55682,89,656.24
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/3/2020,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,7/3/2020,165,0,2,165,0,21.24
12,Nova Scotia,Nouvelle-Écosse,7/3/2020,1064,0,63,1064,0,109.53
11,Prince Edward Island,Île-du-Prince-Édouard,7/3/2020,27,0,0,27,0,17.2
60,Yukon,Yukon,7/3/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,7/3/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,7/3/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,7/3/2020,13,0,,13,0,
1,Canada,Canada,7/3/2020,105079,11,8663,105090,319,279.57
59,British Columbia,Colombie-Britannique,7/4/2020,2947,0,177,2947,0,58.11
48,Alberta,Alberta,7/4/2020,8259,0,155,8259,0,188.94
47,Saskatchewan,Saskatchewan,7/4/2020,796,0,14,796,0,67.78
46,Manitoba,Manitoba,7/4/2020,314,11,7,325,0,23.73
35,Ontario,Ontario,7/4/2020,35656,0,2687,35656,121,244.78
24,Quebec,Québec,7/4/2020,55784,0,5566,55784,102,657.45
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/4/2020,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,7/4/2020,165,0,2,165,0,21.24
12,Nova Scotia,Nouvelle-Écosse,7/4/2020,1064,0,63,1064,0,109.53
11,Prince Edward Island,Île-du-Prince-Édouard,7/4/2020,30,0,0,30,3,19.11
60,Yukon,Yukon,7/4/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,7/4/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,7/4/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,7/4/2020,13,0,,13,0,
1,Canada,Canada,7/4/2020,105305,11,8674,105316,226,280.18
59,British Columbia,Colombie-Britannique,7/5/2020,2947,0,177,2947,0,58.11
48,Alberta,Alberta,7/5/2020,8259,0,155,8259,0,188.94
47,Saskatchewan,Saskatchewan,7/5/2020,796,0,14,796,0,67.78
46,Manitoba,Manitoba,7/5/2020,314,11,7,325,0,23.73
35,Ontario,Ontario,7/5/2020,35794,0,2689,35794,138,245.73
24,Quebec,Québec,7/5/2020,55863,0,5574,55863,79,658.38
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/5/2020,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,7/5/2020,165,0,2,165,0,21.24
12,Nova Scotia,Nouvelle-Écosse,7/5/2020,1064,0,63,1064,0,109.53
11,Prince Edward Island,Île-du-Prince-Édouard,7/5/2020,32,0,0,32,2,20.39
60,Yukon,Yukon,7/5/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,7/5/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,7/5/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,7/5/2020,13,0,,13,0,
1,Canada,Canada,7/5/2020,105524,11,8684,105535,219,280.76
59,British Columbia,Colombie-Britannique,7/6/2020,2978,0,183,2978,31,58.72
48,Alberta,Alberta,7/6/2020,8389,0,155,8389,130,191.91
47,Saskatchewan,Saskatchewan,7/6/2020,805,0,14,805,9,68.54
46,Manitoba,Manitoba,7/6/2020,314,11,7,325,0,23.73
35,Ontario,Ontario,7/6/2020,35948,0,2689,35948,154,246.78
24,Quebec,Québec,7/6/2020,55937,0,5577,55937,74,659.25
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/6/2020,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,7/6/2020,165,0,2,165,0,21.24
12,Nova Scotia,Nouvelle-Écosse,7/6/2020,1065,0,63,1065,1,109.64
11,Prince Edward Island,Île-du-Prince-Édouard,7/6/2020,32,0,0,32,0,20.39
60,Yukon,Yukon,7/6/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,7/6/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,7/6/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,7/6/2020,13,0,,13,0,
1,Canada,Canada,7/6/2020,105923,11,8693,105934,399,281.82
59,British Columbia,Colombie-Britannique,7/7/2020,2990,0,183,2990,12,58.96
48,Alberta,Alberta,7/7/2020,8436,0,157,8436,47,192.99
47,Saskatchewan,Saskatchewan,7/7/2020,806,0,15,806,1,68.63
46,Manitoba,Manitoba,7/7/2020,314,11,7,325,0,23.73
35,Ontario,Ontario,7/7/2020,36060,0,2691,36060,112,247.55
24,Quebec,Québec,7/7/2020,55997,0,5590,55997,60,659.96
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/7/2020,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,7/7/2020,165,0,2,165,0,21.24
12,Nova Scotia,Nouvelle-Écosse,7/7/2020,1065,0,63,1065,0,109.64
11,Prince Edward Island,Île-du-Prince-Édouard,7/7/2020,32,0,0,32,0,20.39
60,Yukon,Yukon,7/7/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,7/7/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,7/7/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,7/7/2020,13,0,,13,0,
1,Canada,Canada,7/7/2020,106155,11,8711,106166,232,282.44
59,British Columbia,Colombie-Britannique,7/8/2020,3008,0,186,3008,18,59.31
48,Alberta,Alberta,7/8/2020,8482,0,158,8482,46,194.04
47,Saskatchewan,Saskatchewan,7/8/2020,808,0,15,808,2,68.8
46,Manitoba,Manitoba,7/8/2020,314,11,7,325,0,23.73
35,Ontario,Ontario,7/8/2020,36178,0,2700,36178,118,248.36
24,Quebec,Québec,7/8/2020,56079,0,5603,56079,82,660.92
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/8/2020,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,7/8/2020,165,0,2,165,0,21.24
12,Nova Scotia,Nouvelle-Écosse,7/8/2020,1066,0,63,1066,1,109.74
11,Prince Edward Island,Île-du-Prince-Édouard,7/8/2020,32,0,0,32,0,20.39
60,Yukon,Yukon,7/8/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,7/8/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,7/8/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,7/8/2020,13,0,,13,0,
1,Canada,Canada,7/8/2020,106422,11,8737,106433,267,283.15
59,British Columbia,Colombie-Britannique,7/9/2020,3028,0,186,3028,20,59.71
48,Alberta,Alberta,7/9/2020,8519,0,161,8519,37,194.88
47,Saskatchewan,Saskatchewan,7/9/2020,813,0,15,813,5,69.22
46,Manitoba,Manitoba,7/9/2020,314,11,7,325,0,23.73
35,Ontario,Ontario,7/9/2020,36348,0,2703,36348,170,249.53
24,Quebec,Québec,7/9/2020,56216,0,5609,56216,137,662.54
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/9/2020,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,7/9/2020,166,0,2,166,1,21.37
12,Nova Scotia,Nouvelle-Écosse,7/9/2020,1066,0,63,1066,0,109.74
11,Prince Edward Island,Île-du-Prince-Édouard,7/9/2020,33,0,0,33,1,21.03
60,Yukon,Yukon,7/9/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,7/9/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,7/9/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,7/9/2020,13,0,,13,0,
1,Canada,Canada,7/9/2020,106793,11,8749,106804,371,284.13
59,British Columbia,Colombie-Britannique,7/10/2020,3053,0,187,3053,25,60.2
48,Alberta,Alberta,7/10/2020,8596,0,160,8596,77,196.65
47,Saskatchewan,Saskatchewan,7/10/2020,815,0,15,815,2,69.39
46,Manitoba,Manitoba,7/10/2020,314,11,7,325,0,23.73
35,Ontario,Ontario,7/10/2020,36464,0,2710,36464,116,250.33
24,Quebec,Québec,7/10/2020,56316,0,5612,56316,100,663.72
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/10/2020,262,0,3,262,1,50.24
13,New Brunswick,Nouveau-Brunswick,7/10/2020,166,0,2,166,0,21.37
12,Nova Scotia,Nouvelle-Écosse,7/10/2020,1066,0,63,1066,0,109.74
11,Prince Edward Island,Île-du-Prince-Édouard,7/10/2020,33,0,0,33,0,21.03
60,Yukon,Yukon,7/10/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,7/10/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,7/10/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,7/10/2020,13,0,,13,0,
1,Canada,Canada,7/10/2020,107114,11,8759,107125,321,284.99
59,British Columbia,Colombie-Britannique,7/11/2020,3053,0,187,3053,0,60.2
48,Alberta,Alberta,7/11/2020,8596,0,160,8596,0,196.65
47,Saskatchewan,Saskatchewan,7/11/2020,815,0,15,815,0,69.39
46,Manitoba,Manitoba,7/11/2020,314,11,7,325,0,23.73
35,Ontario,Ontario,7/11/2020,36594,0,2716,36594,130,251.22
24,Quebec,Québec,7/11/2020,56407,0,5620,56407,91,664.79
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/11/2020,262,0,3,262,0,50.24
13,New Brunswick,Nouveau-Brunswick,7/11/2020,166,0,2,166,0,21.37
12,Nova Scotia,Nouvelle-Écosse,7/11/2020,1066,0,63,1066,0,109.74
11,Prince Edward Island,Île-du-Prince-Édouard,7/11/2020,33,0,0,33,0,21.03
60,Yukon,Yukon,7/11/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,7/11/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,7/11/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,7/11/2020,13,0,,13,0,
1,Canada,Canada,7/11/2020,107335,11,8773,107346,221,285.58
59,British Columbia,Colombie-Britannique,7/12/2020,3053,0,187,3053,0,60.2
48,Alberta,Alberta,7/12/2020,8596,0,160,8596,0,196.65
47,Saskatchewan,Saskatchewan,7/12/2020,815,0,15,815,0,69.39
46,Manitoba,Manitoba,7/12/2020,314,11,7,325,0,23.73
35,Ontario,Ontario,7/12/2020,36723,0,2719,36723,129,252.11
24,Quebec,Québec,7/12/2020,56521,0,5627,56521,114,666.13
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/12/2020,262,0,3,262,0,50.24
13,New Brunswick,Nouveau-Brunswick,7/12/2020,166,0,2,166,0,21.37
12,Nova Scotia,Nouvelle-Écosse,7/12/2020,1066,0,63,1066,0,109.74
11,Prince Edward Island,Île-du-Prince-Édouard,7/12/2020,34,0,0,34,1,21.66
60,Yukon,Yukon,7/12/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,7/12/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,7/12/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,7/12/2020,13,0,,13,0,
1,Canada,Canada,7/12/2020,107579,11,8783,107590,244,286.23
59,British Columbia,Colombie-Britannique,7/13/2020,3115,0,189,3115,62,61.42
48,Alberta,Alberta,7/13/2020,8826,0,161,8826,230,201.91
47,Saskatchewan,Saskatchewan,7/13/2020,871,0,15,871,56,74.16
46,Manitoba,Manitoba,7/13/2020,314,11,7,325,0,23.73
35,Ontario,Ontario,7/13/2020,36839,0,2722,36839,116,252.9
24,Quebec,Québec,7/13/2020,56621,0,5628,56621,100,667.31
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/13/2020,262,0,3,262,0,50.24
13,New Brunswick,Nouveau-Brunswick,7/13/2020,166,0,2,166,0,21.37
12,Nova Scotia,Nouvelle-Écosse,7/13/2020,1066,0,63,1066,0,109.74
11,Prince Edward Island,Île-du-Prince-Édouard,7/13/2020,35,0,0,35,1,22.3
60,Yukon,Yukon,7/13/2020,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,7/13/2020,5,0,0,5,0,11.15
62,Nunavut,Nunavut,7/13/2020,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,7/13/2020,13,0,,13,0,
1,Canada,Canada,7/13/2020,108144,11,8790,108155,565,287.73
59,British Columbia,Colombie-Britannique,7/14/2020,3128,0,189,3128,13,61.68
48,Alberta,Alberta,7/14/2020,8912,0,163,8912,86,203.87
47,Saskatchewan,Saskatchewan,7/14/2020,876,0,15,876,5,74.59
46,Manitoba,Manitoba,7/14/2020,319,11,7,330,5,24.1
35,Ontario,Ontario,7/14/2020,36950,0,2723,36950,111,253.66
24,Quebec,Québec,7/14/2020,56730,0,5633,56730,109,668.59
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,7/14/2020,262,0,3,262,0,50.24
